Новый Huawei Seres SF5 AT (82 кВт)  Model 4WD,$ 58 500,https://im.mashina.kg/tachka/images//3/e/7/3e7de61dfa351fbd2a9e531991033014_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Серебристый', 'Двигатель': 'Электро', 'Коробка передач': 'Автомат', 'Привод': 'Полный'}"
Новый Toyota Corolla XII (E210) 1.6  Престиж,2 815 260 сом,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 1.6 л.', 'Коробка передач': 'Вариатор', 'Привод': 'Передний', 'Разгон до 100 км/ч, с': '10.8'}"
Новый Toyota Highlander IV (U70) 3.5  Престиж,$ 65 600,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный'}"
Новый Toyota Hilux VIII 2.7  Комфорт LO,$ 49 575,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Пикап\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 2.7 л.', 'Коробка передач': 'Механика', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    10.7 смешанный                                                                                            '}"
Новый Toyota Land Cruiser 300 Series 3.5  Премиум,$ 155 000,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.4 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Разгон до 100 км/ч, с': '6.8'}"
Новый Toyota Corolla XII (E210) 1.6  Стиль 66,2 454 060 сом,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Черный', 'Двигатель': 'Бензин, 1.6 л.', 'Коробка передач': 'Вариатор', 'Привод': 'Передний', 'Разгон до 100 км/ч, с': '10.8'}"
Новый Kia Mohave (Borrego) 8-speed 3.0,$ 95 000,https://im.mashina.kg/tachka/images//5/9/0/59026328a82cfbc8eade529d23b7adcd_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Черный', 'Двигатель': 'Дизель, 3 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    13.8 город /                                                                                                     8.2 трасса /                                                                                                     10.2 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '9,6'}"
Новый Toyota Corolla XII (E210) 1.6  Престиж,2 815 260 сом,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Черный', 'Двигатель': 'Бензин, 1.6 л.', 'Коробка передач': 'Вариатор', 'Привод': 'Передний', 'Разгон до 100 км/ч, с': '10.8'}"
Новый Toyota Highlander IV (U70) 3.5  ЛЮКС,$ 79 200,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Серебристый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный'}"
Новый Toyota Land Cruiser 300 Series 3.5  Премиум,$ 155 000,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.4 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Разгон до 100 км/ч, с': '6.8'}"
Новый Toyota Hilux VIII 2.7  Комфорт LO,$ 49 575,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Пикап\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 2.7 л.', 'Коробка передач': 'Механика', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    10.7 смешанный                                                                                            '}"
Новый Toyota Corolla XII (E210) 1.6  Престиж,$ 33 515,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                            Седан\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 1.6 л.', 'Коробка передач': 'Вариатор', 'Привод': 'Передний', 'Разгон до 100 км/ч, с': '10.8'}"
Новый Kia Ceed III Рестайлинг 1.6  Prestige,$ 28 000,https://im.mashina.kg/tachka/images//5/3/2/5320ecfb906d4636031b2801a85c336b_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Хэтчбек 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 1.6 л.', 'Коробка передач': 'Автомат', 'Привод': 'Передний', 'Расход топлива, л.': '\n                                                                                                    9.8 город /                                                                                                     5.8 трасса /                                                                                                     7.3 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '11.5'}"
Новый Toyota C-HR I Рестайлинг 2.0  Cool X2,$ 34 295,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 2 л.', 'Коробка передач': 'Вариатор', 'Привод': 'Передний', 'Расход топлива, л.': '\n                                                                                                    8.8 город /                                                                                                     5.8 трасса /                                                                                                     6.9 смешанный                                                                                            ', 'Разгон до 100 км/ч, с': '11'}"
Новый Toyota Highlander IV (U70) 3.5  ЛЮКС,$ 79 200,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Внедорожник 5 дв.\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 3.5 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный'}"
Новый Toyota Hilux VIII 2.7  Элеганс LQ,$ 55 270,https://im.mashina.kg/tachka/images//7/8/6/786f90371722a29508c91a6b79c809b8_640x480.jpg,"{'Год выпуска': '2022', 'Кузов': '\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Пикап\n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ', 'Цвет': 'Белый', 'Двигатель': 'Бензин, 2.7 л.', 'Коробка передач': 'Автомат', 'Привод': 'Полный', 'Расход топлива, л.': '\n                                                                                                    10.4 смешанный                                                                                            '}"
